# time_s,Cell_Conc_X_mmol/L,Env_Conc_X_mmol/L,
1.002865329512894104e-03,6.022141956083269836e-25,0.000000000000000000e+00
2.005730659025788207e-03,6.035520527195879031e-25,0.000000000000000000e+00
3.008595988538682094e-03,6.048926012617708817e-25,0.000000000000000000e+00
4.011461318051576415e-03,6.062358459861519947e-25,0.000000000000000000e+00
5.014326647564470302e-03,6.075817916309135958e-25,0.000000000000000000e+00
6.017191977077364189e-03,6.089304429130096211e-25,0.000000000000000000e+00
7.020057306590258075e-03,6.102818045154390256e-25,0.000000000000000000e+00
8.022922636103152830e-03,6.116358810662859848e-25,0.000000000000000000e+00
9.025787965616045849e-03,6.129926771019620940e-25,0.000000000000000000e+00
1.002865329512894060e-02,6.143521969974176363e-25,0.000000000000000000e+00
1.103151862464183536e-02,6.157144448193163689e-25,0.000000000000000000e+00
1.203438395415472838e-02,6.170794239733637077e-25,0.000000000000000000e+00
1.303724928366762313e-02,6.184471362207544414e-25,0.000000000000000000e+00
1.404011461318051615e-02,6.198175791559835627e-25,0.000000000000000000e+00
1.504297994269341091e-02,6.211907505754641269e-25,0.000000000000000000e+00
1.604584527220630566e-02,6.225666691518282961e-25,0.000000000000000000e+00
1.704871060171920041e-02,6.239453441627634062e-25,0.000000000000000000e+00
1.805157593123209170e-02,6.253267767458824007e-25,0.000000000000000000e+00
1.905444126074498645e-02,6.267109722917976710e-25,0.000000000000000000e+00
2.005730659025788121e-02,6.280979376838773850e-25,0.000000000000000000e+00
2.106017191977077596e-02,6.294876798710019390e-25,0.000000000000000000e+00
2.206303724928367072e-02,6.308802054121255596e-25,0.000000000000000000e+00
2.306590257879656200e-02,6.322755204656104372e-25,0.000000000000000000e+00
2.406876790830945675e-02,6.336736308976310905e-25,0.000000000000000000e+00
2.507163323782235151e-02,6.350745423829995477e-25,0.000000000000000000e+00
2.607449856733524626e-02,6.364782604728338722e-25,0.000000000000000000e+00
2.707736389684814102e-02,6.378847906349504452e-25,0.000000000000000000e+00
2.808022922636103230e-02,6.392941382653883095e-25,0.000000000000000000e+00
2.908309455587392706e-02,6.407063085290184724e-25,0.000000000000000000e+00
3.008595988538682181e-02,6.421213064059234030e-25,0.000000000000000000e+00
3.108882521489971656e-02,6.435391367283931450e-25,0.000000000000000000e+00
3.209169054441261132e-02,6.449598043084768315e-25,0.000000000000000000e+00
3.309455587392550607e-02,6.463833139994080504e-25,0.000000000000000000e+00
3.409742120343840083e-02,6.478096706918084568e-25,0.000000000000000000e+00
